d=0.85, epsilon=1e-7, iter 70
nodeid	pagerank
3597	0.000107
3598	0.000118
3599	0.000157
3600	0.000111
3601	0.000149
3602	0.000146
3603	0.000135
3604	0.000258
3605	0.000203
3606	0.000118
3607	0.000116
3608	0.000135
3609	0.000185
3610	0.000133
3611	0.000227
3612	0.000129
3613	0.000129
3614	0.000124
3615	0.000134
3616	0.000137
3617	0.000170
3618	0.000164
3619	0.000107
3620	0.000141
3621	0.000139
3622	0.000127
3623	0.000144
3624	0.000134
3625	0.000201
3626	0.000110
3627	0.000150
3628	0.000145
3629	0.000156
3630	0.000133
3631	0.000126
3632	0.000113
3633	0.000249
3634	0.000151
3635	0.000171
3636	0.000142
3637	0.000113
3638	0.000134
3639	0.000124
3640	0.000195
3641	0.000123
3642	0.000155
3643	0.000156
3644	0.000121
3645	0.000136
3646	0.000137
3647	0.000124
3648	0.000141
3649	0.000126
3650	0.000103
3651	0.000190
3652	0.000115
3653	0.000106
3654	0.000141
3655	0.000130
3656	0.000165
3657	0.000126
3658	0.000139
3659	0.000122
3660	0.000115
3661	0.000115
3662	0.000134
3663	0.000125
3664	0.000118
3665	0.000114
3666	0.000115
3667	0.000160
3668	0.000130
3669	0.000117
3670	0.000157
3671	0.000123
3672	0.000202
3673	0.000106
3674	0.000192
3675	0.000131
3676	0.000110
3677	0.000210
3678	0.000111
3679	0.000129
3680	0.000182
3681	0.000125
3682	0.000121
3683	0.000148
3684	0.000237
3685	0.000121
3686	0.000109
3687	0.000180
3688	0.000105
3689	0.000111
3690	0.000150
3691	0.000107
3692	0.000191
3693	0.000167
3694	0.000110
3695	0.000124
3696	0.000124
3697	0.000157
3698	0.000125
3699	0.000109
3700	0.000115
3701	0.000132
3702	0.000183
3703	0.000144
3704	0.000104
3705	0.000157
3706	0.000140
3707	0.000153
3708	0.000132
3709	0.000103
3710	0.000139
3711	0.000157
3712	0.000124
3713	0.000138
3714	0.000142
3715	0.000122
3716	0.000118
3717	0.000105
3718	0.000157
3719	0.000141
3720	0.000110
3721	0.000168
3722	0.000145
3723	0.000116
3724	0.000111
3725	0.000135
3726	0.000141
3727	0.000118
3728	0.000136
3729	0.000103
3730	0.000159
3731	0.000180
3732	0.000106
3733	0.000105
3734	0.000204
3735	0.000122
3736	0.000135
3737	0.000182
3738	0.000164
3739	0.000127
3740	0.000133
3741	0.000146
3742	0.000117
3743	0.000131
3744	0.000105
3745	0.000116
3746	0.000104
3747	0.000131
3748	0.000103
3749	0.000107
3750	0.000168
3751	0.000106
3752	0.000143
3753	0.000132
3754	0.000117
3755	0.000123
3756	0.000211
3757	0.000133
3758	0.000174
3759	0.000133
3760	0.000134
3761	0.000134
3762	0.000139
3763	0.000120
3764	0.000150
3765	0.000115
3766	0.000117
3767	0.000121
3768	0.000143
3769	0.000116
3770	0.000115
3771	0.000120
3772	0.000118
3773	0.000119
3774	0.000132
3775	0.000115
3776	0.000127
3777	0.000118
3778	0.000116
3779	0.000134
3780	0.000134
3781	0.000111
3782	0.000152
3783	0.000119
3784	0.000127
3785	0.000137
3786	0.000137
3787	0.000105
3788	0.000126
3789	0.000107
3790	0.000192
3791	0.000127
3792	0.000128
3793	0.000174
3794	0.000158
3795	0.000114
3796	0.000125
3797	0.000179
3798	0.000103
3799	0.000118
3800	0.000194
3801	0.000104
3802	0.000120
3803	0.000130
3804	0.000192
3805	0.000114
3806	0.000116
3807	0.000104
3808	0.000104
3809	0.000121
3810	0.000149
3811	0.000110
3812	0.000114
3813	0.000114
3814	0.000116
3815	0.000120
3816	0.000106
3817	0.000126
3818	0.000121
3819	0.000121
3820	0.000103
3821	0.000141
3822	0.000150
3823	0.000123
3824	0.000195
3825	0.000133
3826	0.000153
3827	0.000110
3828	0.000153
3829	0.000148
3830	0.000252
3831	0.000148
3832	0.000121
3833	0.000149
3834	0.000112
3835	0.000130
3836	0.000132
3837	0.000122
3838	0.000205
3839	0.000110
3840	0.000115
3841	0.000161
3842	0.000175
3843	0.000113
3844	0.000108
3845	0.000140
3846	0.000103
3847	0.000119
3848	0.000109
3849	0.000115
3850	0.000121
3851	0.000198
3852	0.000145
3853	0.000103
3854	0.000103
3855	0.000121
3856	0.000103
3857	0.000117
3858	0.000158
3859	0.000116
3860	0.000164
3861	0.000126
3862	0.000121
3863	0.000120
3864	0.000112
3865	0.000107
3866	0.000127
3867	0.000126
3868	0.000125
3869	0.000145
3870	0.000138
3871	0.000113
3872	0.000124
3873	0.000169
3874	0.000121
3875	0.000103
3876	0.000111
3877	0.000190
3878	0.000115
3879	0.000103
3880	0.000118
3881	0.000122
3882	0.000108
3883	0.000120
3884	0.000161
3885	0.000103
3886	0.000147
3887	0.000104
3888	0.000115
3889	0.000132
3890	0.000109
3891	0.000141
3892	0.000118
3893	0.000111
3894	0.000116
3895	0.000117
3896	0.000130
3897	0.000108
3898	0.000119
3899	0.000111
3900	0.000146
3901	0.000112
3902	0.000167
3903	0.000125
3904	0.000112
3905	0.000114
3906	0.000153
3907	0.000126
3908	0.000110
3909	0.000130
3910	0.000107
3911	0.000110
3912	0.000119
3913	0.000129
3914	0.000115
3915	0.000129
3916	0.000111
3917	0.000117
3918	0.000130
3919	0.000115
3920	0.000120
3921	0.000126
3922	0.000107
3923	0.000108
3924	0.000147
3925	0.000110
3926	0.000170
3927	0.000127
3928	0.000108
3929	0.000124
3930	0.000167
3931	0.000126
3932	0.000109
3933	0.000123
3934	0.000116
3935	0.000103
3936	0.000110
3937	0.000119
3938	0.000217
3939	0.000111
3940	0.000119
3941	0.000111
3942	0.000107
3943	0.000144
3944	0.000123
3945	0.000137
3946	0.000108
3947	0.000137
3948	0.000179
3949	0.000118
3950	0.000120
3951	0.000139
3952	0.000106
3953	0.000107
3954	0.000108
3955	0.000107
3956	0.000128
3957	0.000119
3958	0.000112
3959	0.000105
3960	0.000117
3961	0.000111
3962	0.000156
3963	0.000111
3964	0.000117
3965	0.000108
3966	0.000165
3967	0.000116
3968	0.000159
3969	0.000127
3970	0.000110
3971	0.000159
3972	0.000120
3973	0.000111
3974	0.000103
3975	0.000115
3976	0.000117
3977	0.000108
3978	0.000108
3979	0.000114
3980	0.000151
3981	0.000110
3982	0.000116
3983	0.000104
3984	0.000103
3985	0.000108
3986	0.000110
3987	0.000104
3988	0.000108
3989	0.000107
3990	0.000106
3991	0.000104
3992	0.000105
3993	0.000107
3994	0.000112
3995	0.000109
3996	0.000105
3997	0.000111
3998	0.000113
3999	0.000105
4000	0.000109
4001	0.000104
4002	0.000107
4003	0.000106
4004	0.000110
4005	0.000103
4006	0.000104
4007	0.000105
4008	0.000103
4009	0.000108
4010	0.000103
4011	0.000104
4012	0.000103
4013	0.000106
4014	0.000110
4015	0.000103
4016	0.000104
4017	0.000107
4018	0.000106
4019	0.000107
4020	0.000108
4021	0.000108
4022	0.000103
4023	0.000111
4024	0.000103
4025	0.000104
4026	0.000106
4027	0.000107
4028	0.000103
4029	0.000103
4030	0.000109
4031	0.000107
4032	0.000103
4033	0.000103
4034	0.000103
4035	0.000103
4036	0.000103
4037	0.000104
4038	0.000106
